Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1640,1610,1730,2073,2511,3423,4802
  └─ Sales Growth %,,-1.80%,7.46%,19.82%,21.11%,36.34%,40.28%
Expenses,1500,1433,1672,1886,2112,2931,3886
  └─ Material Cost %,77%,76%,80%,78%,67%,75%,69%
    └─ Raw material cost,1224,1216,1395,1717,1676,2590,3403
    └─ Change in inventory,35,1,-11,-101,3,-35,-69
  └─ Manufacturing Cost %,4%,5%,6%,3%,6%,3%,0%
  └─ Employee Cost %,6%,5%,6%,4%,4%,4%,3%
  └─ Other Cost %,5%,3%,4%,5%,7%,4%,8%
Operating Profit,140,177,59,187,399,492,917
OPM %,9%,11%,3%,9%,16%,14%,19%
Other Income,22,17,13,18,1,36,53
  └─ Exceptional items,2,-0,0,-1,-12,0,-6
  └─ Other income normal,20,18,13,19,13,36,59
Interest,95,99,103,122,155,155,161
Depreciation,37,39,48,64,138,156,162
Profit before tax,30,56,-79,19,107,217,647
Tax %,26%,32%,-21%,23%,26%,36%,27%
Net Profit,22,38,-63,14,80,140,470
  └─ Exceptional items AT,2,-0,0,-1,-9,0,-4
  └─ Profit excl Excep,21,38,-63,15,88,140,474
  └─ Profit for PE,21,38,-63,15,88,140,474
  └─ Profit for EPS,22,38,-63,14,80,140,470
  └─ Profit Growth %,,85%,-264%,124%,477%,58%,239%
EPS in Rs,8.06,16.23,-2.43,0.56,3.08,4.42,12.98
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%
