Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1423,1826,2012,2184,2604,3193,3489,3642,3739
  └─ Sales Growth %,,28.28%,10.20%,8.57%,19.22%,22.61%,9.26%,4.41%,2.64%
Expenses,949,1289,1394,1507,1861,2251,2472,2598,2820
  └─ Material Cost %,26.82%,29.10%,25.82%,24.10%,28.76%,26.94%,26.66%,25.88%,24.57%
    └─ Raw material cost,395,505,519,552,771,902,874,925,911
    └─ Change in inventory,-14,26,1,-25,-22,-42,57,17,7
  └─ Manufacturing Cost %,8.17%,7.64%,7.98%,9.07%,8.66%,8.69%,8.99%,9.77%,0.00%
  └─ Employee Cost %,26.79%,26.00%,28.96%,30.33%,27.77%,26.54%,25.67%,27.18%,29.55%
  └─ Other Cost %,4.93%,7.86%,6.53%,5.47%,6.27%,8.33%,9.53%,8.49%,21.31%
Operating Profit,474,537,618,678,743,942,1017,1045,918
OPM %,33%,29%,31%,31%,29%,30%,29%,29%,25%
Other Income,53,75,153,94,75,63,77,101,-6
  └─ Exceptional items,20,4,74,31,-26,-8,-14,29,-77
  └─ Other income normal,32,71,79,62,101,71,91,72,71
Interest,23,32,35,28,24,45,47,53,49
Depreciation,131,164,219,274,310,366,426,433,453
Profit before tax,372,415,517,469,484,594,621,660,411
Tax %,18%,20%,20%,14%,18%,22%,18%,25%,23%
Net Profit,305,332,412,405,396,464,510,496,317
  └─ Exceptional items AT,16,3,54,25,-22,-6,-11,23,-59
  └─ Profit excl Excep,289,328,358,380,418,470,521,473,376
  └─ Profit for PE,289,328,358,380,418,470,521,473,376
  └─ Profit for EPS,305,332,412,405,396,464,510,496,317
  └─ Profit Growth %,,13%,9%,6%,10%,13%,11%,-9%,-21%
EPS in Rs,7.64,8.29,10.30,10.12,9.88,11.57,12.69,12.33,7.86
Dividend Payout %,7%,3%,0%,0%,10%,11%,10%,10%,16%
