Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,8.06,12.83,12.71,14.26,16.81,16.88
  └─ Sales Growth %,,59.18%,-0.94%,12.20%,17.88%,0.42%
Expenses,6.25,8.71,9.49,7.74,10.45,11.57
  └─ Material Cost %,18.36%,16.99%,14.16%,8.35%,9.93%,10.49%
    └─ Raw material cost,1.48,2.18,1.80,1.19,1.67,1.77
  └─ Manufacturing Cost %,15.38%,13.17%,15.81%,9.54%,0.00%,0.00%
  └─ Employee Cost %,27.42%,24.71%,24.94%,20.69%,22.43%,26.95%
  └─ Other Cost %,16.38%,13.02%,19.75%,15.71%,29.80%,31.10%
Operating Profit,1.81,4.12,3.22,6.52,6.36,5.31
OPM %,22.46%,32.11%,25.33%,45.72%,37.83%,31.46%
Other Income,0.04,0.05,3.81,0.30,1.34,3.16
  └─ Exceptional items,-0.03,0.00,3.72,0.00,0.00,-0.18
  └─ Other income normal,0.07,0.05,0.09,0.30,1.34,3.34
Interest,1.48,0.60,0.22,0.09,0.08,2.27
Depreciation,1.51,1.46,2.32,2.17,1.89,2.13
Profit before tax,-1.14,2.11,4.49,4.56,5.73,4.07
Tax %,5.26%,31.75%,20.71%,24.34%,31.59%,31.94%
Net Profit,-1.20,1.32,3.48,3.45,3.92,2.77
  └─ Profit from Associates,0.00,-0.12,-0.08,0.01,0.00,0.00
  └─ Exceptional items AT,-0.03,0.00,2.93,0.00,0.00,-0.12
  └─ Profit excl Excep,-1.17,1.32,0.55,3.45,3.92,2.89
  └─ Profit for PE,-1.17,1.32,0.55,3.45,3.92,2.89
  └─ Profit for EPS,-1.20,1.32,3.48,3.45,3.92,2.77
  └─ Profit Growth %,,212.82%,-58.33%,527.27%,13.62%,-26.28%
EPS in Rs,-50.53,55.58,146.53,2.91,2.43,1.72
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
