Metric,Mar 2008,Mar 2009,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,939.60,1163.59,5303.79,2864.80,0.43,0.00,0.00,0.00,0.00,1.08
  └─ Sales Growth %,,23.84%,,-45.99%,-99.98%,-100.00%,,,,
Expenses,865.21,1095.58,5027.99,4127.41,3.05,1.25,0.99,1.83,0.99,1.18
  └─ Material Cost %,83%,86%,93%,110%,107%,,0%,0%,0%,0%
    └─ Raw material cost,791.22,1011.44,4936.37,2938.63,0.46,0.00,0.00,0.00,0.00,0.00
    └─ Change in inventory,-15.63,-14.19,-10.44,199.39,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,3%,2%,0%,0%,158%,,0%,0%,0%,0%
  └─ Employee Cost %,0%,0%,0%,0%,253%,,19%,22%,4%,4%
  └─ Other Cost %,7%,6%,2%,34%,191%,,72%,150%,90%,106%
Operating Profit,74.39,68.01,275.80,-1262.61,-2.62,-1.25,-0.99,-1.83,-0.99,-0.10
OPM %,7.92%,5.84%,5.20%,-44.07%,-609.30%,,8.33%,-71.03%,6.60%,-9.26%
Other Income,3.00,5.56,14.01,115.59,1.80,1.10,1.08,1.07,1.06,0.00
  └─ Exceptional items,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,3.46,5.56,14.01,115.59,1.80,1.10,1.08,1.07,1.06,0.00
Interest,9.77,10.57,83.20,65.28,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,3.27,5.80,8.83,8.28,7.86,7.86,6.49,5.69,5.10,4.81
Profit before tax,64.35,57.20,197.78,-1220.58,-8.68,-8.01,-6.40,-6.45,-5.03,-4.91
Tax %,32.68%,33.44%,20.17%,-0.08%,-13.13%,-15.86%,-12.34%,-10.23%,-14.51%,-14.46%
Net Profit,43.32,38.07,157.89,-1219.62,-7.55,-6.73,-5.61,-5.80,-4.31,-4.20
  └─ Exceptional items AT,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,43.63,38.07,157.89,-1219.62,-7.55,-6.73,-5.61,-5.80,-4.31,-4.20
  └─ Profit for PE,43.63,38.07,157.89,-1219.62,-7.55,-6.73,-5.61,-5.80,-4.31,-4.20
  └─ Profit for EPS,43.32,38.07,157.89,-1219.62,-7.55,-6.73,-5.61,-5.80,-4.31,-4.20
  └─ Profit Growth %,,-12.74%,,-872.45%,99.38%,10.86%,16.64%,-3.39%,25.69%,2.55%
EPS in Rs,,,2.14,-16.57,-0.10,-0.09,-0.08,-0.08,-0.06,-0.06
Dividend Payout %,6.02%,11.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
