Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,539,166,309,667,818,944,1048
  └─ Sales Growth %,,-69.13%,85.57%,116.03%,22.62%,15.48%,10.95%
Expenses,369,171,242,395,507,608,625
  └─ Material Cost %,9.60%,0.00%,0.00%,0.00%,0.00%,0.00%,7.48%
    └─ Raw material cost,52,0,0,0,0,0,78
  └─ Manufacturing Cost %,12.31%,48.18%,42.55%,34.78%,33.89%,35.69%,0.00%
  └─ Employee Cost %,23.60%,34.91%,24.50%,14.84%,17.69%,18.41%,17.72%
  └─ Other Cost %,22.93%,19.50%,11.44%,9.60%,10.38%,10.26%,34.46%
Operating Profit,170,-4,66,272,311,337,423
OPM %,32%,-3%,22%,41%,38%,36%,40%
Other Income,12,26,35,50,9,31,-22
  └─ Exceptional items,9.94,0.00,0.22,28.20,0.27,0.65,-43.33
  └─ Other income normal,1.62,26.50,34.85,22.23,8.37,30.80,21.39
Interest,207,186,216,266,265,109,97
Depreciation,110,105,100,82,91,109,112
Profit before tax,-135,-269,-214,-26,-37,150,192
Tax %,-42%,-26%,-12%,-94%,-165%,52%,26%
Net Profit,-79,-199,-188,-2,24,71,142
  └─ Minority share,0,0,0,0,0,0,-0
  └─ Exceptional items AT,10,0,0,28,0,0,-32
  └─ Profit excl Excep,-89,-199,-188,-30,24,71,174
  └─ Profit for PE,-89,-199,-188,-30,24,71,174
  └─ Profit for EPS,-79,-199,-188,-2,24,71,142
  └─ Profit Growth %,,-125%,6%,84%,179%,202%,145%
EPS in Rs,,,,,1.07,3.20,6.36
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%
