Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,460,943,1493,1920,2067,2392
  └─ Sales Growth %,,105.11%,58.22%,28.61%,7.66%,15.72%
Expenses,1794,932,1470,1782,1998,2156
  └─ Material Cost %,28.85%,30.04%,29.93%,30.25%,29.65%,29.87%
    └─ Raw material cost,161,305,502,594,656,715
    └─ Change in inventory,-28,-21,-56,-13,-43,-0
  └─ Manufacturing Cost %,11.91%,2.21%,2.39%,2.26%,2.68%,0.00%
  └─ Employee Cost %,6.03%,8.36%,11.09%,8.92%,9.73%,10.98%
  └─ Other Cost %,343.21%,58.17%,55.06%,51.37%,54.62%,49.28%
Operating Profit,-1334,12,23,138,69,236
OPM %,-290%,1%,2%,7%,3%,10%
Other Income,12,21,-132,49,79,79
  └─ Exceptional items,-0,-0,-155,-1,0,-5
  └─ Other income normal,12,21,23,50,79,84
Interest,1,3,7,9,13,13
Depreciation,2,7,25,31,45,44
Profit before tax,-1325,22,-141,147,90,257
Tax %,1%,36%,7%,25%,19%,22%
Net Profit,-1332,14,-151,111,73,200
  └─ Minority share,0,1,8,1,0,-0
  └─ Exceptional items AT,-0,-0,-172,-1,0,-4
  └─ Profit excl Excep,-1332,14,21,111,73,204
  └─ Profit for PE,-1332,16,20,113,73,204
  └─ Profit for EPS,-1332,16,-143,112,73,200
  └─ Profit Growth %,,101%,26%,469%,-35%,180%
EPS in Rs,-1306098.04,15262.14,-10.47,3.45,2.24,6.15
Dividend Payout %,0%,0%,0%,0%,0%,0%
