Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,207974,220633,230447,228970,253322,269852,278115,289973,350845,439189,490313,514933
  └─ Sales Growth %,10.00%,6.09%,4.45%,-0.64%,10.64%,6.53%,3.06%,4.26%,20.99%,25.18%,11.64%,5.02%
Interest,133179,143047,149115,146603,155867,161124,156010,156194,189981,259736,300943,315005
Expenses,96675,109985,145666,169065,166104,172909,192821,197349,204303,239750,252043,278781
  └─ Manufacturing Cost %,0.35%,0.36%,0.38%,0.42%,0.42%,0.42%,0.40%,0.42%,0.37%,0.33%,0.32%,0.33%
  └─ Employee Cost %,14.96%,14.75%,15.49%,15.47%,17.29%,18.11%,19.54%,21.19%,17.65%,19.05%,14.36%,14.14%
  └─ Other Cost %,31.17%,34.74%,47.34%,57.94%,47.86%,45.55%,49.39%,46.44%,40.21%,35.20%,36.73%,39.68%
Financing Profit,-21879,-32399,-64334,-86697,-68649,-64181,-70715,-63570,-43439,-60297,-62674,-78853
Financing Margin %,-11%,-15%,-28%,-38%,-27%,-24%,-25%,-22%,-12%,-14%,-13%,-15%
Other Income,49315,52828,68193,77557,77365,98159,107222,117000,122534,155386,173031,197711
  └─ Exceptional items,-51,-21,-44,-31,434,5753,-28,-16,-29,-25,0,0
  └─ Other income normal,49366,52849,68237,77588,76931,92406,107251,117017,122563,155412,173031,197711
Depreciation,1581,2252,2915,3105,3496,3662,3711,3691,3696,3849,3991,4830
Profit before tax,25855,18177,945,-12245,5220,30317,32796,49739,75399,91240,106365,114028
Tax %,32%,30%,141%,-66%,41%,40%,26%,27%,25%,25%,26%,25%
Net Profit,17832,13019,-97,-3749,3351,21140,23888,37183,57750,69543,80523,86666
  └─ Profit from Associates,314,276,293,438,281,2963,-392,827,1191,1405,1505,1497
  └─ Minority share,-838,-795,339,-807,-1051,-1372,-1482,-1809,-2102,-2459,-2961,-3367
  └─ Exceptional items AT,-33,-15,208,-26,196,3500,-18,-12,-20,-18,0,0
  └─ Profit excl Excep,17864,13034,-305,-3723,3154,17640,23906,37195,57770,69562,80523,86666
  └─ Profit for PE,17025,12238,33,-4530,2165,16495,22422,35385,55668,67102,77561,83299
  └─ Profit for EPS,16994,12225,241,-4556,2300,19768,22405,35374,55648,67085,77561,83299
  └─ Profit Growth %,20%,-28%,-100%,-13675%,148%,662%,36%,58%,57%,21%,16%,7%
EPS in Rs,22.76,15.75,0.30,-5.11,2.58,22.15,25.11,39.64,62.35,75.17,86.91,90.24
Dividend Payout %,15%,17%,859%,0%,0%,0%,16%,18%,18%,18%,18%,19%
