Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3172,3202,4349,5446,6285,6965,7183
  └─ Sales Growth %,,0.93%,35.84%,25.21%,15.42%,10.81%,3.14%
Expenses,2945,2998,4057,5110,5836,6514,6745
  └─ Material Cost %,85%,86%,86%,86%,85%,86%,86%
    └─ Raw material cost,2776,2847,3888,4865,5566,6241,6157
    └─ Change in inventory,-74,-80,-132,-160,-196,-273,-10
  └─ Manufacturing Cost %,1%,1%,1%,1%,1%,2%,0%
  └─ Employee Cost %,2%,2%,2%,2%,2%,2%,2%
  └─ Other Cost %,5%,4%,4%,4%,4%,4%,6%
Operating Profit,228,204,292,336,449,451,438
OPM %,7%,6%,7%,6%,7%,6%,6%
Other Income,-1,5,4,11,10,8,15
  └─ Exceptional items,-7.87,0.00,0.00,0.00,0.00,-0.80,6.84
  └─ Other income normal,6.54,5.49,3.76,11.05,10.07,9.14,8.19
Interest,63,72,85,99,108,118,154
Depreciation,51,58,71,85,106,127,156
Profit before tax,112,80,140,163,246,215,143
Tax %,27%,26%,26%,25%,25%,26%,25%
Net Profit,82,59,104,123,184,160,107
  └─ Exceptional items AT,-5,0,0,0,0,-1,5
  └─ Profit excl Excep,87,59,104,123,184,161,103
  └─ Profit for PE,87,59,104,123,184,161,103
  └─ Profit for EPS,82,59,104,123,184,160,107
  └─ Profit Growth %,,-33%,77%,18%,50%,-13%,-36%
EPS in Rs,2.72,1.95,3.46,3.19,4.78,4.16,2.78
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%
