Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,74120,77861,78164,85244,99586,96080,90026,109715,138252,144762,143369,168400
  └─ Sales Growth %,4.97%,5.05%,0.39%,9.06%,16.82%,-3.52%,-6.30%,21.87%,26.01%,4.71%,-0.96%,17.46%
Expenses,56777,59147,65716,75956,74579,74500,71398,84995,94020,96791,96305,127158
  └─ Material Cost %,9.07%,7.19%,-1.58%,1.97%,0.86%,-1.02%,-2.30%,2.20%,-0.14%,-1.05%,-1.61%,4.95%
    └─ Raw material cost,7256,7040,0,0,0,61,282,104,470,0,0,11171
    └─ Change in inventory,-530,-1444,-1238,1679,856,-1042,-2351,2308,-669,-1522,-2303,-2828
  └─ Manufacturing Cost %,16.35%,19.09%,29.64%,27.68%,24.82%,25.94%,30.88%,29.78%,30.02%,30.37%,33.69%,0.00%
  └─ Employee Cost %,40.31%,38.69%,42.89%,50.00%,38.93%,41.01%,42.87%,36.89%,35.74%,33.70%,32.26%,27.57%
  └─ Other Cost %,10.87%,11.00%,13.13%,9.46%,10.27%,11.61%,7.86%,8.60%,2.39%,3.84%,2.84%,42.99%
Operating Profit,17343,18714,12448,9288,25007,21581,18628,24721,44232,47971,47064,41242
OPM %,23%,24%,16%,11%,25%,22%,21%,23%,32%,33%,33%,24%
Other Income,6570,5939,5316,4975,5834,6444,3742,3866,6560,8396,9932,12034
  └─ Exceptional items,10,2,-4,19,-3,-1,-1,-15,28,19,-1,0
  └─ Other income normal,6560,5937,5320,4955,5837,6445,3743,3881,6532,8377,9932,12034
Interest,9,388,410,430,264,503,642,541,684,819,884,1216
Depreciation,2320,2826,2907,3063,3450,3451,3718,4429,6833,6735,9145,10137
Profit before tax,21584,21440,14446,10770,27127,24071,18009,23616,43275,48813,46966,41923
Tax %,36%,33%,36%,35%,36%,31%,29%,26%,27%,23%,25%,26%
Net Profit,13727,14267,9280,7038,17464,16700,12702,17378,31723,37369,35302,31071
  └─ Profit from Associates,0,-1,-2,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,0,0,0,-1,14,-2,-20,40,33,56,24
  └─ Exceptional items AT,6,1,-2,7,-2,-0,-1,-11,21,14,-0,0
  └─ Profit excl Excep,13720,14266,9282,7031,17466,16701,12703,17390,31702,37355,35302,31071
  └─ Profit for PE,13720,14266,9282,7031,17465,16715,12701,17369,31743,37388,35359,31094
  └─ Profit for EPS,13727,14267,9280,7039,17463,16714,12700,17358,31763,37402,35358,31094
  └─ Profit Growth %,-9%,4%,-35%,-24%,148%,-4%,-24%,37%,83%,18%,-5%,-12%
EPS in Rs,21.73,22.59,14.95,11.34,28.34,27.12,20.61,28.17,51.54,60.69,57.37,50.46
Dividend Payout %,95%,121%,133%,146%,46%,44%,78%,60%,47%,42%,46%,53%
