Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Sales,140,171,140,185,108,126,84,173,228
  └─ Sales Growth %,,22.27%,-18.18%,31.87%,-41.59%,16.88%,-33.05%,104.54%,31.72%
Expenses,117,149,125,159,102,115,75,148,187
  └─ Material Cost %,47%,53%,51%,54%,51%,53%,43%,52%,51%
    └─ Raw material cost,73,83,77,93,71,53,66,78,117
    └─ Change in inventory,-8,7,-5,7,-16,14,-29,12,-1
  └─ Manufacturing Cost %,5%,4%,5%,4%,7%,6%,13%,7%,6%
  └─ Employee Cost %,10%,9%,11%,9%,12%,8%,15%,9%,8%
  └─ Other Cost %,21%,21%,22%,20%,24%,24%,17%,18%,17%
Operating Profit,23,22,15,25,6,11,9,24,40
OPM %,16%,13%,11%,14%,5%,9%,11%,14%,18%
Other Income,8,13,10,11,11,11,9,9,16
  └─ Exceptional items,3.68,1.91,0.60,0.00,0.03,-0.07,-0.03,-0.05,0.30
  └─ Other income normal,4.28,11.10,9.00,10.68,10.75,11.29,9.25,9.13,16.03
Interest,0,0,1,1,1,1,0,0,1
Depreciation,6,5,5,5,6,7,8,8,7
Profit before tax,24,29,19,30,10,14,10,25,48
Tax %,26%,16%,16%,24%,8%,21%,14%,22%,20%
Net Profit,18,25,16,23,9,11,9,20,39
  └─ Exceptional items AT,3,1,0,0,0,-0,-0,-0,0
  └─ Profit excl Excep,15,23,16,23,9,11,9,20,38
  └─ Profit for PE,15,23,16,23,9,11,9,20,38
  └─ Profit for EPS,18,25,16,23,9,11,9,20,39
  └─ Profit Growth %,,53%,-32%,47%,-59%,20%,-23%,125%,96%
EPS in Rs,31.00,42.85,28.21,40.17,16.45,19.55,15.05,33.84,66.83
Dividend Payout %,16%,12%,18%,17%,30%,26%,33%,15%,7%
