bm_date,bm_purpose,bm_desc,attachment
10-Jul-2026 17:55:25,Outcome of Board Meeting,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/ltfinance_10072026175452_NSEBSEINTIMATION.pdf
24-Apr-2026 18:51:43,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on April 24, 2026.",https://nsearchives.nseindia.com/corporate/naguiyer_24042026185113_NSEBSEINTIMATION.pdf
24-Apr-2026 18:49:46,Outcome of Board Meeting,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",https://nsearchives.nseindia.com/corporate/naguiyer_24042026184916_NSEBSEINTIMATION.pdf
16-Jan-2026 19:01:17,Press Release,"L&T Finance Limited has informed the Exchange regarding a press release dated January 16, 2026, titled ""Press release post board meeting held on January 16, 2026"".",https://nsearchives.nseindia.com/corporate/naguiyer_16012026190111_NSEBSEINTIMATION.pdf
16-Jan-2026 18:49:27,Outcome of Board Meeting,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",https://nsearchives.nseindia.com/corporate/naguiyer_16012026184742_NSEBSEINTIMATION.pdf
16-Jan-2026 18:45:27,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding  Board meeting held on January 16, 2026.",https://nsearchives.nseindia.com/corporate/naguiyer_16012026184511_NSEBSEINTIMATION.pdf
15-Oct-2025 20:10:01,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding  Board meeting held on October 15, 2025.",https://nsearchives.nseindia.com/corporate/naguiyer_15102025200950_NSEBSEINTIMATION.pdf
15-Oct-2025 19:56:04,Outcome of Board Meeting,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/naguiyer_15102025195541_NSEBSEINTIMATION.pdf
18-Jul-2025 19:56:41,Outcome of Board Meeting,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended June 30, 2025.",https://nsearchives.nseindia.com/corporate/naguiyer_18072025195515_NSEBSEINTIMATION.pdf
25-Apr-2025 19:12:59,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on April 25, 2025.",https://nsearchives.nseindia.com/corporate/naguiyer_25042025191208_OUTCOMEOFBMFINAL.pdf
20-Jan-2025 18:31:15,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding  Board meeting held on January 20, 2025.",https://nsearchives.nseindia.com/corporate/naguiyer_20012025183050_NSEBSEINTIMATION.pdf
20-Jan-2025 18:29:17,Financial Result Updates," L&T Finance Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/NSEBSEINTIMATION_20012025182917.pdf
18-Oct-2024 18:49:19,Financial Result Updates," L&T Finance Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/Finaloutcome_18102024184919.pdf
18-Oct-2024 18:37:19,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding  Board meeting held on October 18, 2024.",https://nsearchives.nseindia.com/corporate/LTF_18102024183720_Finaloutcome.pdf
16-Jul-2024 19:07:02,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on July 16, 2024.",https://nsearchives.nseindia.com/corporate/LTF_16072024190702_NSEBSEINTIMATION.pdf
16-Jul-2024 19:05:15,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding  Board meeting held on July 16, 2024.",https://nsearchives.nseindia.com/corporate/LTF_16072024190515_NSEBSEINTIMATION.pdf
16-Jul-2024 19:03:25,Financial Result Updates,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.",https://nsearchives.nseindia.com/corporate/NSEBSEINTIMATION_16072024190325.pdf
27-Apr-2024 19:20:32,Outcome of Board Meeting,"L&T Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on April 27, 2024.",https://nsearchives.nseindia.com/corporate/LTF_27042024192032_BSENSEINTIMATION.pdf
27-Apr-2024 19:16:23,Financial Result Updates,"L&T Finance Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",https://nsearchives.nseindia.com/corporate/BSENSEINTIMATION_27042024191623.pdf
18-Mar-2024 20:21:43,Outcome of Board Meeting,"L&T Finance Holdings Limited has informed the Exchange regarding outcome of Board Meeting held on March 18, 2024.",https://nsearchives.nseindia.com/corporate/L&TFH_18032024202144_NSEBSEOUTCOME.pdf
18-Mar-2024 20:15:50,Outcome of Board Meeting,"L&T Finance Holdings Limited has informed the Exchange regarding  Board meeting held on March 18, 2024.",https://nsearchives.nseindia.com/corporate/L&TFH_18032024201550_NSEBSEOUTCOME.pdf
23-Jan-2024 19:13:36,Outcome of Board Meeting,"L&T Finance Holdings Limited has informed the Exchange regarding Outcome of Board Meeting held on January 23, 2024.",https://nsearchives.nseindia.com/corporate/L&TFH_23012024191342_NSEBSEOUTCOMEsigned.pdf
