Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5136,-931,-10814,-3676,6270,-8396,17065,28750,-27894,-8617,17396,18815
  └─ Profit from operations,3188,3227,4216,5295,5199,6401,12817,14614,16930,17139,20353,19009
  └─ Loans Advances,-3658,-3185,1356,-28861,-24693,-20913,-30253,-34967,-66715,-69248,-59626,-85650
  └─ Operating investments,975,-7222,-14498,-3838,6348,-16641,-15380,1337,-12357,-26528,-12247,-20268
  └─ Operating borrowings,0,0,0,0,-8623,8693,-7267,-6945,4875,2050,20409,10254
  └─ Operating Deposits,6949,9055,4221,25782,33779,18144,49526,55541,27552,66830,49145,90556
  └─ Other WC items,-2318,-2804,-6109,-2053,-5740,-4080,7623,-829,1820,1139,-638,4914
  └─ Working capital changes,1948,-4157,-15030,-8970,1071,-14798,4248,14136,-44824,-25757,-2957,-194
Cash from Investing Activity,-236,-772,-179,-214,-176,-247,21233,-305,-314,-618,-348,-428
  └─ Fixed assets purchased,-244,-783,-184,-223,-256,-259,-560,-323,-334,-627,-540,-454
  └─ Fixed assets sold,7,11,5,9,8,12,16,18,20,9,192,26
  └─ Other investing items,0,0,0,0,73,0,21778,0,0,0,0,0
Cash from Financing Activity,-2312,620,9041,6776,1000,2552,1866,18,-1543,1195,-4264,-7649
  └─ Proceeds from shares,280,0,0,0,0,2829,0,1650,0,4000,0,0
  └─ Proceeds from debentures,0,0,0,0,0,0,4000,0,0,0,0,0
  └─ Redemption of debentures,0,0,0,0,0,0,-1500,-600,0,-1000,-2000,-5000
  └─ Proceeds from borrowings,0,0,0,0,1000,0,0,0,0,0,0,0
  └─ Interest paid fin,0,0,0,0,0,-277,-632,-782,-734,-734,-647,-460
  └─ Dividends paid,-234,-202,-72,-288,0,0,0,-249,-810,-1071,-1616,-2189
  └─ Other financing items,-2358,822,9113,7065,0,0,-3,0,0,0,0,0
Net Cash Flow,2588,-1082,-1952,2886,7094,-6091,40163,28464,-29751,-8040,12784,10738
  └─ Free Cash Flow,4899,-1702,-10993,-3890,6021,-8644,16520,28446,-28208,-9235,17048,18387
  └─ CFO/OP,44%,-8%,-109%,-36%,58%,-69%,81%,155%,-119%,-24%,41%,40%
