an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
31-Aug-2026 18:28:46,233.25 KB,https://nsearchives.nseindia.com/corporate/HAL_31082026182838_Disclosureofmaterialevents.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,31082026182846,31-Aug-2026 18:28:47,233.25 KB,True,,,106762830,,INE066F01012,Hindustan Aeronautics Limited,2026-08-31 18:28:46,HAL
31-Aug-2026 18:24:01,4.98 MB,https://nsearchives.nseindia.com/corporate/HAL_31082026182352_Voitngresultandscrutinizerreport.pdf,"Hindustan Aeronautics Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 28, 2026. Further, the company has informed the Exchange regarding voting results.",,,Shareholders meeting,00:00:02,31082026182401,31-Aug-2026 18:24:03,4.98 MB,True,,,106762814,,INE066F01012,Hindustan Aeronautics Limited,2026-08-31 18:24:01,HAL
28-Aug-2026 17:30:24,1.60 MB,https://nsearchives.nseindia.com/corporate/HAL_28082026172950_Proceedings.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 28, 2026",,,Shareholders meeting,00:00:01,28082026173024,28-Aug-2026 17:30:25,1.60 MB,True,,,106760607,,INE066F01012,Hindustan Aeronautics Limited,2026-08-28 17:30:24,HAL
26-Aug-2026 11:10:45,1.16 MB,https://nsearchives.nseindia.com/corporate/HAL_26082026111035_Mediarelease_26082026.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding a press release dated August 26, 2026, titled ""HAL and SafranHelicopter Engines sign final contract with SAFHAL, launchingdevelopment and production of the Aravalli engine"".",,,Press Release,00:00:01,26082026111045,26-Aug-2026 11:10:46,1.16 MB,True,,,106756934,,INE066F01012,Hindustan Aeronautics Limited,2026-08-26 11:10:45,HAL
20-Aug-2026 17:20:32,228.31 KB,https://nsearchives.nseindia.com/corporate/HAL_20082026172023_dissolution_infotechHAL.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding 'General Updates'.,,,Updates,00:00:01,20082026172032,20-Aug-2026 17:20:33,228.31 KB,True,,,106751160,,INE066F01012,Hindustan Aeronautics Limited,2026-08-20 17:20:32,HAL
12-Aug-2026 14:11:48,12.22 MB,https://nsearchives.nseindia.com/corporate/HAL_12082026140538_FR_30062026.pdf,"Hindustan Aeronautics Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",,,Outcome of Board Meeting,00:00:02,12082026141148,12-Aug-2026 14:11:50,12.22 MB,True,,,106738800,,INE066F01012,Hindustan Aeronautics Limited,2026-08-12 14:11:48,HAL
05-Aug-2026 11:53:57,4.91 MB,https://nsearchives.nseindia.com/corporate/HAL_05082026115142_Advertisement_63AGM.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,05082026115357,05-Aug-2026 11:53:58,4.91 MB,True,,,106725801,,INE066F01012,Hindustan Aeronautics Limited,2026-08-05 11:53:57,HAL
04-Aug-2026 10:44:19,237.82 KB,https://nsearchives.nseindia.com/corporate/HAL_04082026104323_Intimationof63AGM.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 28, 2026",,,Shareholders meeting,00:00:01,04082026104419,04-Aug-2026 10:44:20,237.82 KB,True,,,106723331,,INE066F01012,Hindustan Aeronautics Limited,2026-08-04 10:44:19,HAL
29-Jul-2026 17:05:22,228.49 KB,https://nsearchives.nseindia.com/corporate/HAL_29072026170512_changeinmangt_29072026_other.pdf,Hindustan Aeronautics Limited has informed the Exchange about change in Management,,,Change in Management,00:00:01,29072026170522,29-Jul-2026 17:05:23,228.49 KB,True,,,106715532,,INE066F01012,Hindustan Aeronautics Limited,2026-07-29 17:05:22,HAL
29-Jul-2026 14:54:13,229.54 KB,https://nsearchives.nseindia.com/corporate/HAL_29072026145244_changeinmangt_29072026.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,29072026145413,29-Jul-2026 14:54:14,229.54 KB,True,,,106715222,,INE066F01012,Hindustan Aeronautics Limited,2026-07-29 14:54:13,HAL
17-Jul-2026 16:01:41,235.39 KB,https://nsearchives.nseindia.com/corporate/HAL_17072026160132_DividendUpdate_17072026.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,17072026160141,17-Jul-2026 16:01:42,235.39 KB,True,,,106701530,,INE066F01012,Hindustan Aeronautics Limited,2026-07-17 16:01:41,HAL
01-Jul-2026 14:16:47,229.40 KB,https://nsearchives.nseindia.com/corporate/HAL_01072026141639_ChangeInSeniorMngt_01072026.pdf,Hindustan Aeronautics Limited has informed the Exchange about change in Management,,,Change in Management,00:00:02,01072026141647,01-Jul-2026 14:16:49,229.40 KB,True,,,106683182,,INE066F01012,Hindustan Aeronautics Limited,2026-07-01 14:16:47,HAL
29-Jun-2026 12:54:19,823.93 KB,https://nsearchives.nseindia.com/corporate/HAL_29062026125127_outcome_boardmeeting_29062026.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding Change in Auditors of the company.,,,Change in Auditors,00:00:01,29062026125419,29-Jun-2026 12:54:20,823.93 KB,True,,,106679198,,INE066F01012,Hindustan Aeronautics Limited,2026-06-29 12:54:19,HAL
29-Jun-2026 12:44:12,823.93 KB,https://nsearchives.nseindia.com/corporate/HAL_29062026124357_outcome_boardmeeting_29062026.pdf,Hindustan Aeronautics Limited has informed the Exchange that Record date for the purpose of Dividend  is 14-Aug-2026.,,,Record Date,00:00:01,29062026124412,29-Jun-2026 12:44:13,823.93 KB,True,,,106679185,,INE066F01012,Hindustan Aeronautics Limited,2026-06-29 12:44:12,HAL
29-Jun-2026 12:42:48,823.93 KB,https://nsearchives.nseindia.com/corporate/HAL_29062026124231_outcome_boardmeeting_29062026.pdf,"Hindustan Aeronautics Limited has informed the Exchange that Board of Directors at its meeting held on Jun 29, 2026, recommended Final Dividend of Rs. 10 per equity share.",,,Dividend,00:00:01,29062026124248,29-Jun-2026 12:42:49,823.93 KB,True,,,106679181,,INE066F01012,Hindustan Aeronautics Limited,2026-06-29 12:42:48,HAL
26-Jun-2026 12:05:29,227.61 KB,https://nsearchives.nseindia.com/corporate/HAL_26062026120340_ChangeInMngt_26062026.pdf,Hindustan Aeronautics Limited has informed the Exchange about change in Management,,,Change in Management,00:00:00,26062026120529,26-Jun-2026 12:05:29,227.61 KB,True,,,106676471,,INE066F01012,Hindustan Aeronautics Limited,2026-06-26 12:05:29,HAL
05-Jun-2026 12:14:15,643.56 KB,https://nsearchives.nseindia.com/corporate/team_bbodade_30042026182757_HAL.pdf,"Hindustan Aeronautics Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",,,Disclosure under SEBI Takeover Regulations,00:00:01,05062026121415,05-Jun-2026 12:14:16,643.56 KB,True,,,106606179,,INE066F01012,Hindustan Aeronautics Limited,2026-06-05 12:14:15,HAL
27-May-2026 10:58:35,228.06 KB,https://nsearchives.nseindia.com/corporate/HAL_27052026105757_ChangeInManagement_27052026.pdf,Hindustan Aeronautics Limited has informed the Exchange about change in Management,,,Change in Management,00:00:01,27052026105835,27-May-2026 10:58:36,228.06 KB,True,,,106642935,,INE066F01012,Hindustan Aeronautics Limited,2026-05-27 10:58:35,HAL
22-May-2026 11:23:29,434.24 KB,https://nsearchives.nseindia.com/corporate/HAL_22052026111701_Transcript_May15-2026-signed.pdf,Hindustan Aeronautics Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,22052026112329,22-May-2026 11:23:30,434.24 KB,True,,,106635442,,INE066F01012,Hindustan Aeronautics Limited,2026-05-22 11:23:29,HAL
15-May-2026 17:50:08,239.83 KB,https://nsearchives.nseindia.com/corporate/HAL_15052026174321_ConferenceCall_15052026.pdf,Hindustan Aeronautics Limited has informed the Exchange about Link of Recording https://hal-india.co.in/investors/analyst-investors-meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,15052026175008,15-May-2026 17:50:09,239.83 KB,True,,,106625160,,INE066F01012,Hindustan Aeronautics Limited,2026-05-15 17:50:08,HAL
14-May-2026 12:45:14,18.79 MB,https://nsearchives.nseindia.com/corporate/HAL_14052026124453_financialresults_Mar26_.pdf,"Hindustan Aeronautics Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",,,Outcome of Board Meeting,00:00:00,14052026124514,14-May-2026 12:45:14,18.79 MB,True,,,106622181,,INE066F01012,Hindustan Aeronautics Limited,2026-05-14 12:45:14,HAL
11-May-2026 16:47:06,228.77 KB,https://nsearchives.nseindia.com/corporate/HAL_11052026164551_Dops_additionalcharge.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:00,11052026164706,11-May-2026 16:47:06,228.77 KB,True,,,106616966,,INE066F01012,Hindustan Aeronautics Limited,2026-05-11 16:47:06,HAL
11-May-2026 14:29:11,297.79 KB,https://nsearchives.nseindia.com/corporate/HAL_11052026142900_ConferenceCall_11052026.pdf,Hindustan Aeronautics Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,11052026142911,11-May-2026 14:29:12,297.79 KB,True,,,106616747,,INE066F01012,Hindustan Aeronautics Limited,2026-05-11 14:29:11,HAL
01-May-2026 13:04:54,1.05 MB,https://nsearchives.nseindia.com/corporate/HAL_01052026130443_ChangeInDirectorate_01052026.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,01052026130454,01-May-2026 13:04:55,1.05 MB,True,,,106606812,,INE066F01012,Hindustan Aeronautics Limited,2026-05-01 13:04:54,HAL
01-May-2026 12:54:48,1.05 MB,https://nsearchives.nseindia.com/corporate/HAL_01052026125434_ChangeInDirectorate_01052026.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding Change in Director(s) of the company.,,,Change in Director(s),00:00:01,01052026125448,01-May-2026 12:54:49,1.05 MB,True,,,106606803,,INE066F01012,Hindustan Aeronautics Limited,2026-05-01 12:54:48,HAL
01-May-2026 09:09:18,229.45 KB,https://nsearchives.nseindia.com/corporate/HAL_01052026090909_ChangeInDirectorate_01052026.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding Change in Director(s) of the company.,,,Change in Director(s),00:00:01,01052026090918,01-May-2026 09:09:19,229.45 KB,True,,,106606728,,INE066F01012,Hindustan Aeronautics Limited,2026-05-01 09:09:18,HAL
28-Apr-2026 17:09:34,227.50 KB,https://nsearchives.nseindia.com/corporate/HAL_28042026170921_RevisedPolicy_28042026.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding 'Revised Policy'.,,,Updates,00:00:01,28042026170934,28-Apr-2026 17:09:35,227.50 KB,True,,,106602842,,INE066F01012,Hindustan Aeronautics Limited,2026-04-28 17:09:34,HAL
06-Apr-2026 10:53:24,339.79 KB,https://nsearchives.nseindia.com/corporate/HAL_ROID_81817_KMP_Doc.zip,HINDUSTAN AERONAUTICS LIMITED has informed the Exchange about Resignation of Independent director.,,,Resignation of Independent director,00:00:01,06042026105324,06-Apr-2026 10:53:25,339.79 KB,True,,,106580022,,INE066F01012,Hindustan Aeronautics Limited,2026-04-06 10:53:24,HAL
06-Apr-2026 10:45:42,580.80 KB,https://nsearchives.nseindia.com/corporate/HAL_06042026104417_resignation_sdpremkumar.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding Resignation of Mr (Dr.) S D Premkumar as Independent Director of the company w.e.f. April 05, 2026.",,,Resignation,00:00:01,06042026104542,06-Apr-2026 10:45:43,580.80 KB,True,,,106580014,,INE066F01012,Hindustan Aeronautics Limited,2026-04-06 10:45:42,HAL
01-Apr-2026 09:52:59,229.34 KB,https://nsearchives.nseindia.com/corporate/HAL_01042026095252_ChangeInMngt_01042026.pdf,Hindustan Aeronautics Limited has informed the Exchange about change in Management,,,Change in Management,00:00:01,01042026095259,01-Apr-2026 09:53:00,229.34 KB,True,,,106576746,,INE066F01012,Hindustan Aeronautics Limited,2026-04-01 09:52:59,HAL
31-Mar-2026 19:11:49,1.38 MB,https://nsearchives.nseindia.com/corporate/HAL_31032026190953_Media_Release_31032026.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding a press release dated March 31, 2026, titled ""FY 2025-26: HAL Registers Revenue of Rs. 32,250 Crores, Sustains Growth MomentumAmid Global Disruptions"".",,,Press Release,00:00:01,31032026191149,31-Mar-2026 19:11:50,1.38 MB,True,,,106576363,,INE066F01012,Hindustan Aeronautics Limited,2026-03-31 19:11:49,HAL
30-Mar-2026 16:14:19,314.73 KB,https://nsearchives.nseindia.com/corporate/HAL_30032026161411_TradingWindow_31032026.pdf,"Hindustan Aeronautics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,Trading Window,00:00:01,30032026161419,30-Mar-2026 16:14:20,314.73 KB,True,,,106574264,,INE066F01012,Hindustan Aeronautics Limited,2026-03-30 16:14:19,HAL
10-Mar-2026 12:11:17,408.95 KB,https://nsearchives.nseindia.com/corporate/HAL_10032026121105_CreditRating_10032026.pdf,Hindustan Aeronautics Limited has informed the Exchange about Credit Rating,,,Credit Rating,00:00:01,10032026121117,10-Mar-2026 12:11:18,408.95 KB,True,,,106553672,,INE066F01012,Hindustan Aeronautics Limited,2026-03-10 12:11:17,HAL
03-Mar-2026 17:18:53,402.05 KB,https://nsearchives.nseindia.com/corporate/HAL_03032026171848_PIB_ALH_III_MRsigned.pdf,Hindustan Aeronautics Limited has informed the Exchange about Bagging/Receiving of orders/contracts,,,Bagging/Receiving of orders/contracts,00:00:01,03032026171853,03-Mar-2026 17:18:54,402.05 KB,True,,,106548965,,INE066F01012,Hindustan Aeronautics Limited,2026-03-03 17:18:53,HAL
23-Feb-2026 14:38:03,230.47 KB,https://nsearchives.nseindia.com/corporate/HAL_23022026143410_newsclarification_23022026.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding 'News Clarification'.,,,Updates,00:00:00,23022026143803,23-Feb-2026 14:38:03,230.47 KB,True,,,106542405,,INE066F01012,Hindustan Aeronautics Limited,2026-02-23 14:38:03,HAL
18-Feb-2026 16:24:44,230.25 KB,https://nsearchives.nseindia.com/corporate/HAL_18022026162432_InvestorsMeet_23022026.pdf,Hindustan Aeronautics Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:00,18022026162444,18-Feb-2026 16:24:44,230.25 KB,True,,,106539154,,INE066F01012,Hindustan Aeronautics Limited,2026-02-18 16:24:44,HAL
13-Feb-2026 09:44:12,230.61 KB,https://nsearchives.nseindia.com/corporate/HAL_13022026094317_newsclarification_13022026signed.pdf,Hindustan Aeronautics Limited has informed the Exchange regarding 'News Clarification'.,,,Updates,00:00:02,13022026094412,13-Feb-2026 09:44:14,230.61 KB,True,,,106533165,,INE066F01012,Hindustan Aeronautics Limited,2026-02-13 09:44:12,HAL
12-Feb-2026 18:33:18,2.61 MB,https://nsearchives.nseindia.com/corporate/HAL_12022026183025_PIB_Dornier_12022026.pdf,Hindustan Aeronautics Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,12022026183318,12-Feb-2026 18:33:19,2.61 MB,True,,,106532359,,INE066F01012,Hindustan Aeronautics Limited,2026-02-12 18:33:18,HAL
12-Feb-2026 13:24:40,15.10 MB,https://nsearchives.nseindia.com/corporate/HAL_12022026132424_FinancialResults_31122025.pdf,Hindustan Aeronautics Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Feb-2026.,,,Record Date,00:00:01,12022026132440,12-Feb-2026 13:24:41,15.10 MB,True,,,106531541,,INE066F01012,Hindustan Aeronautics Limited,2026-02-12 13:24:40,HAL
12-Feb-2026 13:23:13,15.10 MB,https://nsearchives.nseindia.com/corporate/HAL_12022026132200_FinancialResults_31122025.pdf,"Hindustan Aeronautics Limited has informed the Exchange that Board of Directors at its meeting held on February 12, 2026, declared  Dividend of Rs. 35 per equity share.",,,Dividend,00:00:01,12022026132313,12-Feb-2026 13:23:14,15.10 MB,True,,,106531538,,INE066F01012,Hindustan Aeronautics Limited,2026-02-12 13:23:13,HAL
