bm_date,bm_purpose,bm_desc,attachment
15-Jul-2026 18:40:35,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/ICICIGI_15072026183850_Financials15072026.pdf
15-Apr-2026 19:15:46,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",https://nsearchives.nseindia.com/corporate/ICICIGI_15042026191033_SEIntimationBM2026March.pdf
15-Apr-2026 19:01:03,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",https://nsearchives.nseindia.com/corporate/ICICIGI_15042026185531_SEIntimationBM2026March.pdf
13-Jan-2026 17:37:58,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the quarter and nine-months ended December 31, 2025.",https://nsearchives.nseindia.com/corporate/ICICIGI_13012026173153_OUTCOME.pdf
14-Oct-2025 17:51:31,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/ICICIGI_14102025174614_SE_BM.pdf
15-Jul-2025 17:47:32,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.",https://nsearchives.nseindia.com/corporate/ICICIGI_15072025174212_Financials.pdf
15-Apr-2025 19:24:46,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 15, 2025.",https://nsearchives.nseindia.com/corporate/ICICIGI_15042025191925_SE.pdf
17-Jan-2025 19:45:29,Financial Result Updates," ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/Final_Outcome_17012025194529.pdf
17-Jan-2025 16:57:53,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Outcome of Board meeting held on January 17, 2025.",https://nsearchives.nseindia.com/corporate/ICICIGI_17012025164556_Final_Outcome.pdf
10-Dec-2024 18:58:01,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meeting held on December 10, 2024.",https://nsearchives.nseindia.com/corporate/ICICIGI_10122024185801_NSEBSEINTIMATION.pdf
18-Oct-2024 16:56:39,Financial Result Updates," ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/SEFINANCIALS_18102024165639.pdf
19-Jul-2024 16:55:30,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended June 30, 2024.",https://nsearchives.nseindia.com/corporate/FinalOutcome_19072024165530.pdf
19-Jul-2024 16:53:20,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on July 19, 2024.",https://nsearchives.nseindia.com/corporate/ICICIGI_19072024165320_FinalOutcome.pdf
17-Apr-2024 18:13:31,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 17, 2024.",https://nsearchives.nseindia.com/corporate/ICICIGI_17042024181331_OUTCOME.pdf
17-Apr-2024 18:10:07,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2024.",https://nsearchives.nseindia.com/corporate/NSEBSEINTIMATION_17042024181007.pdf
24-Feb-2024 13:15:11,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on February 24, 2024.",https://nsearchives.nseindia.com/corporate/ICICIGI_24022024131511_SE2.pdf
16-Jan-2024 19:26:39,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2023.",https://nsearchives.nseindia.com/corporate/NSEBSEINTIMATION_16012024192639.pdf
26-Dec-2023 12:03:31,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on December 26, 2023 wherein the Board of Directors of the Company at its Meeting held today i.e. Tuesday, December 26, 2023, based on the recommendation of Board Nomination & Remuneration Committee, have approved the appointment of  Mr. Antony Jacob (DIN: 00210724) as an Additional Director in the category of Non- Executive, Independent Director of the Company for a term of five (5) consecutive years effective from January 1, 2024 to December 31, 2028, subject to approval of Members of the Company.",https://nsearchives.nseindia.com/corporate/ICICIGI_26122023120331_Outcome.pdf
20-Nov-2023 18:32:43,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meeting held on November 20, 2023.",https://nsearchives.nseindia.com/corporate/ICICIGI_20112023183243_SEIntimationChangeinmanagement.pdf
18-Oct-2023 19:14:34,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",https://nsearchives.nseindia.com/corporate/Final_18102023191434.pdf
24-Sep-2023 15:13:21,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meeting held on September 24, 2023.",https://nsearchives.nseindia.com/corporate/ICICIGI_24092023151321_SEintimationBoardMeetingOutcome.pdf
18-Jul-2023 17:51:37,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended June 30, 2023.",https://nsearchives.nseindia.com/corporate/FinalOutcome_18072023175137.pdf
18-Jul-2023 17:48:55,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meeting held on July 18, 2023.",https://nsearchives.nseindia.com/corporate/ICICIGI_18072023174855_FinalOutcome.pdf
18-Apr-2023 19:28:02,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 18, 2023.",https://nsearchives.nseindia.com/corporate/ICICIGI_18042023192802_Outcome.pdf
18-Apr-2023 18:05:59,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2023.",https://nsearchives.nseindia.com/corporate/OutCome_18042023180559.pdf
17-Jan-2023 17:31:10,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meeting held on January 17, 2023.",https://nsearchives.nseindia.com/corporate/ICICIGI_17012023173109_Outcome.pdf
17-Jan-2023 17:29:18,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2022.",https://nsearchives.nseindia.com/corporate/Outcome_17012023172918.pdf
18-Oct-2022 18:35:11,Outcome of Board Meeting,ICICI Lombard General Insurance Company Limited  has informed the Exchange about Board Meeting held on 18-Oct-2022 to consider financial statements for the period ended September 2022 Declaration and Payment of interim dividend.,https://nsearchives.nseindia.com/corporate/ICICIGI_18102022183510_BoardMeetingOutcome.pdf
19-Jul-2022 18:03:48,Outcome of Board Meeting,ICICI Lombard General Insurance Company Limited  has informed the Exchange about Board Meeting held on 19-Jul-2022 to consider financial statements for the period ended June 2022,https://nsearchives.nseindia.com/corporate/ICICIGI_19072022180348_OutcomeFinal.pdf
28-May-2022 19:21:00,General updates,"ICICI Lombard General Insurance Company Limited has informed the Exchange about Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015-Outcome of Board Meeting",https://nsearchives.nseindia.com/corporate/ICICIGI_28052022192059_OutcomeofBoardMeeting.pdf
21-Apr-2022 17:30:35,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2022.",https://nsearchives.nseindia.com/corporate/Final_21042022173035.pdf
21-Apr-2022 17:26:45,General updates,ICICI Lombard General Insurance Company Limited has informed the Exchange about Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/ICICIGI_21042022172643_Final.pdf
19-Jan-2022 15:37:33,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2021.",https://nsearchives.nseindia.com/corporate/Outcome_19012022153733.pdf
19-Jan-2022 15:34:05,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on January 19, 2022.",https://nsearchives.nseindia.com/corporate/ICICIGI_19012022153405_Outcome.pdf
21-Oct-2021 19:17:43,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended September 30, 2021.",https://nsearchives.nseindia.com/corporate/1_21102021191743.pdf
08-Sep-2021 20:46:32,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on September 08, 2021��informing about receipt of the detailed order of Hon'ble National Company Law Tribunal, Mumbai Bench sanctioning the Scheme of Arrangement and receipt of final approval of IRDAI to the Scheme, respectively. Further, in accordance with the Scheme, the Board at its Meeting held today i.e. Wednesday, September 8, 2021, has allotted 35,756,194 equity shares to the following shareholders of Bharti AXA General Insurance Company Limited. Pursuant to the NCLT Order and the effectiveness of the Scheme, the Authorised Share Capital of the Company stands increased to ? 550,00,00,000 divided into 55,00,00,000. Further, the Board based on recommendation of the Board Nomination and Remuneration Committee, has approved grant of 75,000 stock options to eligible employees of the Company under the ICICI Lombard Employees Stock Option Scheme-2005.",https://nsearchives.nseindia.com/corporate/ICICIGI_08092021204632_SEIntimation.pdf
22-Jul-2021 18:54:57,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended June 30, 2021.",https://nsearchives.nseindia.com/corporate/OutcomeofBoardMeetingQ1FY2022_22072021185457.pdf
22-Jul-2021 18:51:34,Outcome of Board Meeting,"ICICI Lombard General Insurance Company Limited has informed the Exchange regarding  Board meeting held on July 22, 2021.",https://nsearchives.nseindia.com/corporate/ICICIGI_22072021185134_OutcomeofBoardMeetingQ1FY2022.pdf
17-Apr-2021 17:16:52,Financial Result Updates,"ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2021.",https://nsearchives.nseindia.com/corporate/ICICIGI_Outcome.pdf
