Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8
Reserves,103,125,128,160,210,224,236
Borrowings,109,152,162,149,99,110,104
  └─ Long term Borrowings,49,80,105,73,48,28,42
  └─ Short term Borrowings,60,71,56,76,49,81,61
  └─ Lease Liabilities,0,0,0,0,2,2,1
  └─ Preference Capital,19,19,20,21,22,22,0
  └─ Other Borrowings,-19,-19,-20,-21,-22,-22,
Other Liabilities,42,102,105,86,105,134,168
  └─ Trade Payables,19,78,70,57,67,92,122
  └─ Other liability items,23,24,35,29,38,42,45
Total Liabilities,262,387,402,404,422,477,517
Fixed Assets,151,187,173,207,208,204,204
  └─ Land,2.26,3.74,5.22,8.51,8.51,8.51,
  └─ Building,20.28,26.24,22.74,27.94,32.26,33.13,
  └─ Plant Machinery,193.83,232.29,213.46,253.62,263.74,272.87,
  └─ Furniture n fittings,1.19,2.07,2.67,3.36,3.81,5.37,
  └─ Vehicles,1.34,1.35,1.75,2.47,3.05,3.32,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,5.05
  └─ Other fixed assets,1.85,1.86,1.86,1.86,2.20,3.17,
  └─ Gross Block,220.75,267.55,247.70,297.76,313.57,326.37,
  └─ Accumulated Depreciation,69.40,80.81,75.01,90.50,105.07,122.42,
CWIP,14,20,52,8,8,15,41
Investments,0,0,0,0,0,0,0
Other Assets,97,180,178,188,206,259,272
  └─ Inventories,56,73,75,77,99,134,119
  └─ Trade receivables,18,54,54,65,70,76,105
  └─ Cash Equivalents,0,7,1,8,6,1,13
  └─ Loans n Advances,3,3,3,4,2,3,3
  └─ Other asset items,20,42,44,34,28,44,32
Total Assets,262,387,402,404,422,477,517
