bm_date,bm_purpose,bm_desc,attachment
17-Jul-2026 15:41:23,Outcome of Board Meeting,"Oberoi Realty Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_17072026154003_Results.pdf
08-May-2026 19:17:16,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding Outcome of Board Meeting held on May 8, 2026-Board approves proposal for enabling raising of funds for an aggregate amount not exceeding Rs. 4,000 Crore by way of issuance of non-convertible debentures by way of private placement",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_08052026191635_BM_Outcome_NCD.pdf
08-May-2026 19:13:53,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding Outcome of Board Meeting held on May 08, 2026 -Board approves proposal for enabling raising of funds for an aggregate amount not exceeding Rs. 6,000 Crore by way of issuance of equity shares, eligible securities, other securities or instruments or any combination of securities, in one or more tranche or tranches, by way of private placement including a qualified institutions placement.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_08052026191315_BM_Outcome_QIP.pdf
08-May-2026 19:09:07,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding Outcome of Board Meeting held on May 8, 2026- Consent of the Board for incorporation of a wholly owned subsidiary",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_08052026190812_WOS_incorporation.pdf
08-May-2026 18:17:19,Outcome of Board Meeting,"Oberoi Realty Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_08052026181550_Results_March26_.pdf
19-Jan-2026 18:01:15,Outcome of Board Meeting,"Oberoi Realty Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_19012026175905_Financial_Results_31122025.pdf
22-Dec-2025 10:50:41,Reply to Clarification- Financial results,"The Exchange had sought clarification from Oberoi Realty Limited for the quarter ended 30-Sep-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:  -1.Financial results submitted in XBRL with discrepancies   The response of the Company is enclosed.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_18122025181826_ORLLetter_Financial_18122025_signed.pdf
12-Dec-2025 15:42:09,Clarification - Financial Results,"The Exchange has sought clarification from Oberoi Realty Limited for the quarter ended 30-Sep-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1.Financial results submitted in XBRL with discrepancies  The response of the Company is awaited.",-
15-Oct-2025 17:37:45,Outcome of Board Meeting,"Oberoi Realty Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_15102025173042_Financial_Results_30092025.pdf
21-Jul-2025 17:54:49,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding  financial results for the quarter ended June 30, 2025 in the Board meeting held on July 21, 2025.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_21072025175434_Financial_Results_June_25.pdf
21-Jul-2025 17:44:39,Outcome of Board Meeting,"Oberoi Realty Limited has submitted to the Exchange, the financial results for the quarter ended June 30, 2025.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_21072025174224_Financial_Results_June_25.pdf
28-Apr-2025 20:05:02,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding outcome of Board meeting held on April 28, 2025.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_28042025200441_Results_March2025.pdf
28-Apr-2025 19:55:17,Outcome of Board Meeting,Oberoi Realty Limited has informed the Exchange regarding consent of the Board for incorporation of a wholly owned subsidiary as a Section 8 Company.,https://nsearchives.nseindia.com/corporate/OBEROIRLTY_28042025195350_Section_8_SE.pdf
28-Apr-2025 19:47:43,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding Outcome of Board Meeting held on April 28, 2025.",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_28042025194426_Results_March2025.pdf
20-Mar-2025 14:12:47,Outcome of Board Meeting,"Oberoi Realty Limited has informed the Exchange regarding Outcome of Board Meeting held on March 20, 2025 w.r.t. strike-off of Sight Realty Private Limited ( Sight ), a wholly owned subsidiary",https://nsearchives.nseindia.com/corporate/OBEROIRLTY_20032025141218_Sight_Realty_Strike_off_intimation.pdf
