an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
27-Aug-2026 17:36:50,138.25 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_27082026173638_APLSPACIPL27082026.pdf,Adani Power Limited has informed the Exchange about Signing of Agreement for sale of a Subsidiary,,,General Updates,00:00:01,27082026173650,27-Aug-2026 17:36:51,138.25 KB,True,,,106759189,Power,INE814H01011,Adani Power Limited,2026-08-27 17:36:50,ADANIPOWER
22-Aug-2026 19:05:07,2.42 MB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_22082026190454_APLInvestorPresentationUSD22082026.pdf,Adani Power Limited has informed the Exchange about Investor Presentation,,,Investor Presentation,00:00:02,22082026190507,22-Aug-2026 19:05:09,2.42 MB,True,,,106753581,Power,INE814H01011,Adani Power Limited,2026-08-22 19:05:07,ADANIPOWER
21-Aug-2026 20:51:42,130.76 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_21082026205119_APLIntiofinteractionwithInvestors21082026.pdf,Adani Power Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,21082026205142,21-Aug-2026 20:51:43,130.76 KB,True,,,106753024,Power,INE814H01011,Adani Power Limited,2026-08-21 20:51:42,ADANIPOWER
20-Aug-2026 20:07:53,156.45 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_20082026200738_APLAPTELOrder20082026.pdf,Adani Power Limited has informed the Exchange about Update on pending litigation,,,General Updates,00:00:01,20082026200753,20-Aug-2026 20:07:54,156.45 KB,True,,,106751551,Power,INE814H01011,Adani Power Limited,2026-08-20 20:07:53,ADANIPOWER
18-Aug-2026 09:19:11,178.22 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_18082026091539_APLCreditRatingenhancementCARE14082026.pdf,Adani Power Limited has informed the Exchange about Credit Rating,,,Credit Rating,00:00:01,18082026091911,18-Aug-2026 09:19:12,178.22 KB,True,,,106747761,Power,INE814H01011,Adani Power Limited,2026-08-18 09:19:11,ADANIPOWER
17-Aug-2026 19:31:25,129.52 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_17082026193119_APLSiteVisitRaipur17082026.pdf,Adani Power Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,17082026193125,17-Aug-2026 19:31:26,129.52 KB,True,,,106747422,Power,INE814H01011,Adani Power Limited,2026-08-17 19:31:25,ADANIPOWER
14-Aug-2026 21:13:25,635.10 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_14082026211317_APLscrutinizerreportvotingresults14082026.pdf,"Adani Power Limited has submitted the Exchange a copy Scrutinizers report of  Extraordinary General Meeting held on August 14, 2026. Further, the Company has informed the Exchange regarding voting results.",,,Shareholders meeting,00:00:01,14082026211325,14-Aug-2026 21:13:26,635.10 KB,True,,,106745665,Power,INE814H01011,Adani Power Limited,2026-08-14 21:13:25,ADANIPOWER
14-Aug-2026 13:54:30,195.22 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_14082026135423_APLEGMProceedings14082026.pdf,"Adani Power Limited has informed the Exchange regarding Proceedings of Extraordinary General Meeting held on August 14, 2026",,,Shareholders meeting,00:00:02,14082026135430,14-Aug-2026 13:54:32,195.22 KB,True,,,106744011,Power,INE814H01011,Adani Power Limited,2026-08-14 13:54:30,ADANIPOWER
06-Aug-2026 21:26:55,130.84 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_06082026212636_APLInvestorAnalystMeet06082026.pdf,Adani Power Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,06082026212655,06-Aug-2026 21:26:56,130.84 KB,True,,,106729901,Power,INE814H01011,Adani Power Limited,2026-08-06 21:26:55,ADANIPOWER
05-Aug-2026 13:07:21,2.35 MB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_05082026130712_APLNCLTorderAhmedabad05082026.pdf,Adani Power Limited has informed the Exchange about Update on the Scheme of Amalgamation.,,,General Updates,00:00:01,05082026130721,05-Aug-2026 13:07:22,2.35 MB,True,,,106726020,Power,INE814H01011,Adani Power Limited,2026-08-05 13:07:21,ADANIPOWER
01-Aug-2026 16:57:37,2.38 MB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_01082026165730_APLRevisedEarningsCallInvestorPresentation01082026.pdf,Adani Power Limited has informed the Exchange about Investor Presentation,,,Investor Presentation,00:00:02,01082026165737,01-Aug-2026 16:57:39,2.38 MB,True,,,106720911,Power,INE814H01011,Adani Power Limited,2026-08-01 16:57:37,ADANIPOWER
01-Aug-2026 16:42:05,2.59 MB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_01082026164157_APLInvestorPresentationAugust202601082026.pdf,Adani Power Limited has informed the Exchange about Investor Presentation,,,Investor Presentation,00:00:02,01082026164205,01-Aug-2026 16:42:07,2.59 MB,True,,,106720892,Power,INE814H01011,Adani Power Limited,2026-08-01 16:42:05,ADANIPOWER
29-Jul-2026 21:44:47,357.79 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_29072026214437_APLearningscalltranscript29072026.pdf,Adani Power Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,29072026214447,29-Jul-2026 21:44:48,357.79 KB,True,,,106716246,Power,INE814H01011,Adani Power Limited,2026-07-29 21:44:47,ADANIPOWER
28-Jul-2026 18:25:17,128.50 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_28072026182509_APLInteractionwithInvestors28072026.pdf,Adani Power Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:00,28072026182517,28-Jul-2026 18:25:17,128.50 KB,True,,,106714069,Power,INE814H01011,Adani Power Limited,2026-07-28 18:25:17,ADANIPOWER
23-Jul-2026 19:32:51,134.60 KB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_23072026193242_APLAudioLinkofInvestorConference23072026.pdf,Adani Power Limited has informed the Exchange about Link of Recording,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:00,23072026193251,23-Jul-2026 19:32:51,134.60 KB,True,,,106708663,Power,INE814H01011,Adani Power Limited,2026-07-23 19:32:51,ADANIPOWER
23-Jul-2026 13:52:00,8.28 MB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_23072026135154_APLEGMnewspaperpublication23072026.pdf,Adani Power Limited has informed the Exchange about Copy of Newspaper Publication,,,Copy of Newspaper Publication,00:00:01,23072026135200,23-Jul-2026 13:52:01,8.28 MB,True,,,106707918,Power,INE814H01011,Adani Power Limited,2026-07-23 13:52:00,ADANIPOWER
23-Jul-2026 13:51:13,6.85 MB,https://nsearchives.nseindia.com/corporate/ADANIPOWER_23072026135102_APLUFRNewpaperPublication23072026.pdf,Adani Power Limited has informed the Exchange about Copy of Newspaper Publication,,,Copy of Newspaper Publication,00:00:01,23072026135113,23-Jul-2026 13:51:14,6.85 MB,True,,,106707916,Power,INE814H01011,Adani Power Limited,2026-07-23 13:51:13,ADANIPOWER
