bm_date,bm_purpose,bm_desc,attachment
14-Jul-2026 18:18:31,Outcome of Board Meeting,"Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/TELNSE_14072026181649_BMOutcome.pdf
21-Apr-2026 18:20:50,Outcome of Board Meeting,"Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",https://nsearchives.nseindia.com/corporate/TELNSE_21042026181605_OutcomeBM21042026.pdf
13-Jan-2026 18:01:20,Outcome of Board Meeting,"Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",https://nsearchives.nseindia.com/corporate/TELNSE_13012026175846_BMOutcome13012026.pdf
09-Oct-2025 16:56:54,Outcome of Board Meeting,"Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",https://nsearchives.nseindia.com/corporate/TELNSE_09102025165513_OutcomeofBoardMeeting09102025.pdf
10-Jul-2025 17:11:34,Outcome of Board Meeting,"Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.",https://nsearchives.nseindia.com/corporate/TELNSE_10072025170910_BMOutcome10072025.pdf
17-Apr-2025 18:39:17,Outcome of Board Meeting,"Tata Elxsi Limited has informed the Exchange regarding Outcome of Board Meeting held on April 17, 2025.",https://nsearchives.nseindia.com/corporate/TataElxsi_17042025183420_BMOutcome17042025.pdf
09-Jan-2025 16:22:59,Financial Result Updates," Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/Q3FY25_Financial_Results_signed_09012025162259.pdf
10-Oct-2024 17:35:36,Financial Result Updates," Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended September 30, 2024.",https://nsearchives.nseindia.com/corporate/TataElxsi_Q2_FY25_Signed_10102024173536.pdf
01-Aug-2024 12:14:06,Reply to Clarification- Financial results,"The Exchange had sought clarification from Tata Elxsi Limited for the quarter ended 30-Jun-2024 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Consolidated Financial Results not submitted The response of the Company is enclosed.",https://nsearchives.nseindia.com/corporate/TATAELXSI_01082024121406_Explantion_on_financial_results_23072024_signed.pdf
12-Jul-2024 15:28:07,Clarification - Financial Results,"The Exchange has sought clarification from Tata Elxsi Limited for the quarter ended 30-Jun-2024 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Consolidated Financial Results not submitted The response of the Company is awaited.",-
