an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
01-Sep-2026 11:32:14,617.67 KB,https://nsearchives.nseindia.com/corporate/DIXON_01092026113136_InvestorMeetOutcome01092026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst or Institutional Investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,01092026113214,01-Sep-2026 11:32:15,617.67 KB,True,,,106763737,,INE935N01012,Dixon Technologies (India) Limited,2026-09-01 11:32:14,DIXON
31-Aug-2026 21:30:04,623.92 KB,https://nsearchives.nseindia.com/corporate/DIXON_31082026212932_IntimationofAGM31082026.pdf,"Dixon Technologies (India) Limited has informed the Exchange about Intimation with regard to 33rd Annual General Meeting of Dixon Technologies (India) Limited, Closure ofRegister of Members & Share Transfer books, E-Voting details and Record date",,,General Updates,00:00:01,31082026213004,31-Aug-2026 21:30:05,623.92 KB,True,,,106763253,,INE935N01012,Dixon Technologies (India) Limited,2026-08-31 21:30:04,DIXON
25-Aug-2026 14:34:30,616.88 KB,https://nsearchives.nseindia.com/corporate/DIXON_25082026143414_InvestorMeetOutcome25082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst or Institutional Investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:02,25082026143430,25-Aug-2026 14:34:32,616.88 KB,True,,,106755594,,INE935N01012,Dixon Technologies (India) Limited,2026-08-25 14:34:30,DIXON
21-Aug-2026 17:29:52,617.03 KB,https://nsearchives.nseindia.com/corporate/DIXON_21082026172930_InvestorMeetOutcome21082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst or Institutional Investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,21082026172952,21-Aug-2026 17:29:53,617.03 KB,True,,,106752672,,INE935N01012,Dixon Technologies (India) Limited,2026-08-21 17:29:52,DIXON
20-Aug-2026 14:40:58,624.54 KB,https://nsearchives.nseindia.com/corporate/DIXON_20082026144013_InvestorMeetOutcome20082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst/ Institutional Investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,20082026144058,20-Aug-2026 14:40:59,624.54 KB,True,,,106750900,,INE935N01012,Dixon Technologies (India) Limited,2026-08-20 14:40:58,DIXON
19-Aug-2026 16:17:29,620.76 KB,https://nsearchives.nseindia.com/corporate/DIXON_19082026161620_InvestorMeetOutcome19082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst/ Institutional Investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,19082026161729,19-Aug-2026 16:17:30,620.76 KB,True,,,106749686,,INE935N01012,Dixon Technologies (India) Limited,2026-08-19 16:17:29,DIXON
14-Aug-2026 18:59:20,623.50 KB,https://nsearchives.nseindia.com/corporate/DIXON_14082026185848_CGPEPL14082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Giving guarantees/indemnity/ becoming a surety for third party,,,Giving guarantees/indemnity/ becoming a surety for third party,00:00:01,14082026185920,14-Aug-2026 18:59:21,623.50 KB,True,,,106745254,,INE935N01012,Dixon Technologies (India) Limited,2026-08-14 18:59:20,DIXON
12-Aug-2026 16:09:14,633.43 KB,https://nsearchives.nseindia.com/corporate/DIXON_12082026160858_Reg30DisclosureAdivistar.pdf,Dixon Technologies (India) Limited has informed the Exchange about Proposed incorporation of One (1) Subsidiary Company of Dixon Technologies (India) Limited,,,Acquisition,00:00:01,12082026160914,12-Aug-2026 16:09:15,633.43 KB,True,,,106739082,,INE935N01012,Dixon Technologies (India) Limited,2026-08-12 16:09:14,DIXON
12-Aug-2026 13:16:53,617.67 KB,https://nsearchives.nseindia.com/corporate/DIXON_12082026131615_InvestorMeetOutcome12082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,12082026131653,12-Aug-2026 13:16:54,617.67 KB,True,,,106738694,,INE935N01012,Dixon Technologies (India) Limited,2026-08-12 13:16:53,DIXON
11-Aug-2026 22:30:47,600.97 KB,https://nsearchives.nseindia.com/corporate/DIXON_11082026223027_InvestorMeetIntimation11082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,11082026223047,11-Aug-2026 22:30:48,600.97 KB,True,,,106737995,,INE935N01012,Dixon Technologies (India) Limited,2026-08-11 22:30:47,DIXON
11-Aug-2026 12:28:49,617.91 KB,https://nsearchives.nseindia.com/corporate/DIXON_11082026122835_InvestorMeetOutcome11082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,11082026122849,11-Aug-2026 12:28:50,617.91 KB,True,,,106736303,,INE935N01012,Dixon Technologies (India) Limited,2026-08-11 12:28:49,DIXON
11-Aug-2026 12:26:00,617.91 KB,https://nsearchives.nseindia.com/corporate/DIXON_11082026122548_InvestorMeetOutcome11082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,11082026122600,11-Aug-2026 12:26:01,617.91 KB,True,,,106736296,,INE935N01012,Dixon Technologies (India) Limited,2026-08-11 12:26:00,DIXON
05-Aug-2026 18:39:16,834.43 KB,https://nsearchives.nseindia.com/corporate/DIXON_05082026183904_EarningCallTranscriptQ1Intimation05082026F.pdf,Dixon Technologies (India) Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,05082026183916,05-Aug-2026 18:39:17,834.43 KB,True,,,106727134,,INE935N01012,Dixon Technologies (India) Limited,2026-08-05 18:39:16,DIXON
05-Aug-2026 14:36:45,406.88 KB,https://nsearchives.nseindia.com/corporate/DIXON_05082026143524_InvestorMeetOutcome05082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:02,05082026143645,05-Aug-2026 14:36:47,406.88 KB,True,,,106726196,,INE935N01012,Dixon Technologies (India) Limited,2026-08-05 14:36:45,DIXON
04-Aug-2026 10:32:34,200.71 KB,https://nsearchives.nseindia.com/corporate/DIXON_04082026103219_InvestorMeetOutcome04082026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,04082026103234,04-Aug-2026 10:32:35,200.71 KB,True,,,106723312,,INE935N01012,Dixon Technologies (India) Limited,2026-08-04 10:32:34,DIXON
01-Aug-2026 15:45:13,1.71 MB,https://nsearchives.nseindia.com/corporate/DIXON_01082026154459_NewspaperAdvertisement01082026.pdf,"Dixon Technologies (India) Limited has informed the Exchange about copy of Newspaper Publication of extract of Un-Audited Standalone and Consolidated Financial Results of Dixon Technologies (India) Limited for the Quarter ended 30th June, 2026",,,Copy of Newspaper Publication,00:00:01,01082026154513,01-Aug-2026 15:45:14,1.71 MB,True,,,106720805,,INE935N01012,Dixon Technologies (India) Limited,2026-08-01 15:45:13,DIXON
31-Jul-2026 19:22:43,643.50 KB,https://nsearchives.nseindia.com/corporate/DIXON_31072026192013_ConferenceCallRecordingIntimation31072026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Link of Recording,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,31072026192243,31-Jul-2026 19:22:44,643.50 KB,True,,,106719969,,INE935N01012,Dixon Technologies (India) Limited,2026-07-31 19:22:43,DIXON
31-Jul-2026 15:43:36,8.89 MB,https://nsearchives.nseindia.com/corporate/DIXON_31072026154314_OutcomewithPPTJuly26.pdf,Dixon Technologies (India) Limited has informed the Exchange about Investor Presentation,,,Investor Presentation,00:00:01,31072026154336,31-Jul-2026 15:43:37,8.89 MB,True,,,106719167,,INE935N01012,Dixon Technologies (India) Limited,2026-07-31 15:43:36,DIXON
31-Jul-2026 15:27:10,2.44 MB,https://nsearchives.nseindia.com/corporate/DIXON_31072026152650_Outcome31072026.pdf,Dixon Technologies (India) Limited has informed the Exchange regarding Change in Director(s) of the company.,,,Change in Director(s),00:00:00,31072026152710,31-Jul-2026 15:27:10,2.44 MB,True,,,106719125,,INE935N01012,Dixon Technologies (India) Limited,2026-07-31 15:27:10,DIXON
31-Jul-2026 15:22:50,2.44 MB,https://nsearchives.nseindia.com/corporate/DIXON_31072026152139_Outcome31072026.pdf,"Dixon Technologies (India) Limited has informed the Exchange regarding Outcome of Board Meeting- Change in Directors- held on July 31, 2026.",,,Outcome of Board Meeting,00:00:01,31072026152250,31-Jul-2026 15:22:51,2.44 MB,True,,,106719109,,INE935N01012,Dixon Technologies (India) Limited,2026-07-31 15:22:50,DIXON
31-Jul-2026 15:19:54,2.44 MB,https://nsearchives.nseindia.com/corporate/DIXON_31072026151810_Outcome31072026.pdf,"Dixon Technologies (India) Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",,,Outcome of Board Meeting,00:00:02,31072026151954,31-Jul-2026 15:19:56,2.44 MB,True,,,106719103,,INE935N01012,Dixon Technologies (India) Limited,2026-07-31 15:19:54,DIXON
24-Jul-2026 21:12:23,1.28 MB,https://nsearchives.nseindia.com/corporate/DIXON_24072026211205_Q1ResultsConferenceCallIntimation24072026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,24072026211223,24-Jul-2026 21:12:24,1.28 MB,True,,,106710507,,INE935N01012,Dixon Technologies (India) Limited,2026-07-24 21:12:23,DIXON
15-Jul-2026 12:17:00,1.04 MB,https://nsearchives.nseindia.com/corporate/DIXON_15072026121646_Reg74_5_Disclosure150726.pdf,"Dixon Technologies (India) Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",,,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",00:00:01,15072026121700,15-Jul-2026 12:17:01,1.04 MB,True,,,106698334,,INE935N01012,Dixon Technologies (India) Limited,2026-07-15 12:17:00,DIXON
09-Jul-2026 20:52:30,1.43 MB,https://nsearchives.nseindia.com/corporate/DIXON_09072026205024_AnnouncemnetPN309072026Final.pdf,Dixon Technologies (India) Limited has informed the Exchange about Acquisition,,,Acquisition,00:00:01,09072026205230,09-Jul-2026 20:52:31,1.43 MB,True,,,106692678,,INE935N01012,Dixon Technologies (India) Limited,2026-07-09 20:52:30,DIXON
09-Jul-2026 20:38:50,1.43 MB,https://nsearchives.nseindia.com/corporate/DIXON_09072026203710_AnnouncemnetPN309072026Final.pdf,Dixon Technologies (India) Limited has informed the Exchange about Memorandum of Understanding/Agreements,,,Memorandum of Understanding/Agreements,00:00:01,09072026203850,09-Jul-2026 20:38:51,1.43 MB,True,,,106692673,,INE935N01012,Dixon Technologies (India) Limited,2026-07-09 20:38:50,DIXON
08-Jul-2026 14:43:34,1.26 MB,https://nsearchives.nseindia.com/corporate/DIXON_08072026144311_InvestorMeetOutcome08072026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst/ Institutional investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:02,08072026144334,08-Jul-2026 14:43:36,1.26 MB,True,,,106690463,,INE935N01012,Dixon Technologies (India) Limited,2026-07-08 14:43:34,DIXON
03-Jul-2026 18:08:15,1.24 MB,https://nsearchives.nseindia.com/corporate/DIXON_03072026180803_InvestorMeetOutcome03072026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst/ Institutional investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,03072026180815,03-Jul-2026 18:08:16,1.24 MB,True,,,106686054,,INE935N01012,Dixon Technologies (India) Limited,2026-07-03 18:08:15,DIXON
03-Jul-2026 15:34:34,1.24 MB,https://nsearchives.nseindia.com/corporate/DIXON_03072026153400_Reg30Disclosure.pdf,Dixon Technologies (India) Limited has informed the Exchange regarding Allotment of 56210  Shares.,,,ESOP/ESOS/ESPS,00:00:01,03072026153434,03-Jul-2026 15:34:35,1.24 MB,True,,,106685758,,INE935N01012,Dixon Technologies (India) Limited,2026-07-03 15:34:34,DIXON
02-Jul-2026 18:00:41,1.24 MB,https://nsearchives.nseindia.com/corporate/DIXON_02072026180031_InvestorMeetOutcome02072026.pdf,Dixon Technologies (India) Limited has informed the Exchange about Outcome of Analyst/ Institutional investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,02072026180041,02-Jul-2026 18:00:42,1.24 MB,True,,,106684746,,INE935N01012,Dixon Technologies (India) Limited,2026-07-02 18:00:41,DIXON
