an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
22-Aug-2026 08:19:20,138.05 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_22082026081440_Letters.pdf,Adani Green Energy Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,22082026081920,22-Aug-2026 08:19:21,138.05 KB,True,,,106753246,,INE364U01010,Adani Green Energy Limited,2026-08-22 08:19:20,ADANIGREEN
11-Aug-2026 15:07:44,7.93 MB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_11082026150733_Letter.pdf,Adani Green Energy Limited has informed the Exchange about Newspaper Publication for Notice of Extra Ordinary General Meeting,,,Copy of Newspaper Publication,00:00:00,11082026150744,11-Aug-2026 15:07:44,7.93 MB,True,,,106736592,,INE364U01010,Adani Green Energy Limited,2026-08-11 15:07:44,ADANIGREEN
11-Aug-2026 07:24:24,2.56 MB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_11082026072414_AGELCriminal.pdf,Adani Green Energy Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,11082026072424,11-Aug-2026 07:24:25,2.56 MB,True,,,106735929,,INE364U01010,Adani Green Energy Limited,2026-08-11 07:24:24,ADANIGREEN
11-Aug-2026 07:22:18,2.01 MB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_11082026072202_AGELCivil.pdf,Adani Green Energy Limited has informed the Exchange about General Updates,,,General Updates,00:00:02,11082026072218,11-Aug-2026 07:22:20,2.01 MB,True,,,106735928,,INE364U01010,Adani Green Energy Limited,2026-08-11 07:22:18,ADANIGREEN
10-Aug-2026 18:30:24,407.87 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_10082026183017_Letter.pdf,"Adani Green Energy Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on September 03, 2026",,,Shareholders meeting,00:00:01,10082026183024,10-Aug-2026 18:30:25,407.87 KB,True,,,106735107,,INE364U01010,Adani Green Energy Limited,2026-08-10 18:30:24,ADANIGREEN
07-Aug-2026 15:16:06,196.89 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_07082026151256_Letter.pdf,Adani Green Energy Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,07082026151606,07-Aug-2026 15:16:07,196.89 KB,True,,,106731092,,INE364U01010,Adani Green Energy Limited,2026-08-07 15:16:06,ADANIGREEN
01-Aug-2026 15:17:42,136.82 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_01082026151714_Letter_6.pdf,Adani Green Energy Limited has informed the Exchange about ESG Rating,,,General Updates,00:00:00,01082026151742,01-Aug-2026 15:17:42,136.82 KB,True,,,106720775,,INE364U01010,Adani Green Energy Limited,2026-08-01 15:17:42,ADANIGREEN
28-Jul-2026 18:39:09,197.66 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_28072026183540_Letter.pdf,Adani Green Energy Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:00,28072026183909,28-Jul-2026 18:39:09,197.66 KB,True,,,106714102,,INE364U01010,Adani Green Energy Limited,2026-07-28 18:39:09,ADANIGREEN
27-Jul-2026 15:07:14,382.46 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_27072026150703_Letter.pdf,Adani Green Energy Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:02,27072026150714,27-Jul-2026 15:07:16,382.46 KB,True,,,106711832,,INE364U01010,Adani Green Energy Limited,2026-07-27 15:07:14,ADANIGREEN
23-Jul-2026 12:20:37,195.94 KB,https://nsearchives.nseindia.com/corporate/ADANIGREEN_23072026122024_Letter.pdf,Adani Green Energy Limited has informed the Exchange about Link of Recording,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,23072026122037,23-Jul-2026 12:20:38,195.94 KB,True,,,106707753,,INE364U01010,Adani Green Energy Limited,2026-07-23 12:20:37,ADANIGREEN
